brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Honda,Accord Crosstour EX-L,2010,"145,000 mi.",Gasoline,271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"$9,000"
Ford,F-250 XLT Super Duty,2001,"64,309 mi.",Gasoline,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$7,500"
RAM,1500 TRX,2021,"15,183 mi.",Gasoline,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$90,000"
Buick,Envision Essence,2020,"28,548 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,,"$32,063"
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,"14,000 mi.",Gasoline,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$46,900"
Mercedes-Benz,CLS 450 Base,2019,"67,000 mi.",Hybrid,369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,"$44,500"
Jeep,Wrangler Unlimited Sport,2017,"84,786 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"$23,500"
Mercedes-Benz,S-Class S 63 AMG,2008,"93,000 mi.",Gasoline,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$17,800"
Hyundai,Genesis Coupe 3.8 Track,2010,"127,500 mi.",Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,"$6,000"
Ford,Mustang Mach-E GT,2022,"8,000 mi.",,480.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Black,None reported,Yes,"$60,999"
GMC,Canyon Elevation Standard,2022,"16,500 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,"$32,900"
Jaguar,XK Base,2013,"55,700 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$27,200"
Ford,F-250 LARIAT,2021,"42,245 mi.",Diesel,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,Agate Black Metallic,Black,None reported,,"$76,598"
Toyota,RAV4 Base,2009,"78,500 mi.",Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,–,None reported,Yes,"$12,000"
Ford,Expedition Platinum,2018,"48,619 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,White,None reported,Yes,"$51,499"
Jeep,Wrangler Unlimited 4xe Sahara,2021,"51,105 mi.",Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,"$42,700"
Ford,F-150 XLT,2016,"25,880 mi.",E85 Flex Fuel,282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Gray,None reported,Yes,"$25,500"
Tesla,Model S Plaid,2021,"20,100 mi.",,1020.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,"$69,995"
Toyota,Tacoma SR5,2018,"25,083 mi.",Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Red,Gray,At least 1 accident or damage reported,Yes,"$34,955"
Audi,TT Roadster quattro,2002,"69,300 mi.",Gasoline,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,"$9,995"
Toyota,Highlander Hybrid Limited Platinum,2019,"46,000 mi.",Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Black,None reported,Yes,"$40,000"
Jeep,Liberty Sport,2008,"141,485 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$6,500"
Toyota,Sequoia Limited,2018,"63,990 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$48,000"
Ford,Transit-350 Base,2020,"19,400 mi.",Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$58,000"
Subaru,BRZ Limited,2013,"129,858 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$13,490"
Volvo,XC60 3.2,2012,"102,000 mi.",Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,"$10,800"
Subaru,Impreza WRX Sti Special Edition,2010,"8,700 mi.",Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$39,900"
Chevrolet,Bolt EV LT,2018,"49,279 mi.",,200.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Gray,None reported,Yes,"$17,500"
Chevrolet,Monte Carlo Supercharged SS,2004,"148,800 mi.",Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$6,500"
Cadillac,Escalade Platinum Edition,2012,"160,249 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,"$12,900"
Chrysler,300M Base,2004,"45,000 mi.",Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$6,000"
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,"169,000 mi.",Diesel,360.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$19,500"
Mercedes-Benz,AMG C 63 S,2017,"46,000 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$56,000"
Ferrari,488 Spider Base,2019,"13,900 mi.",Gasoline,660.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,"$315,000"
Acura,TLX V6 Tech,2015,"38,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$21,900"
Chevrolet,Corvette Z06,2006,"42,000 mi.",Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,"$42,000"
Lexus,NX 350h Premium,2024,300 mi.,Hybrid,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,"$50,999"
Mercedes-Benz,SLK-Class SLK 350,2008,"120,800 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,"$13,900"
Jeep,Wrangler Unlimited Sahara,2020,"76,313 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Hellayella Clearcoat,Black,None reported,Yes,"$35,234"
Chevrolet,Silverado 1500 LT,2012,"104,000 mi.",E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$16,500"
Lexus,GX 460 Base,2010,"97,097 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$22,000"
Jeep,Wrangler Unlimited X,2008,"136,731 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Yellow,Gray,None reported,Yes,"$15,900"
RAM,1500 Tradesman/Express,2017,"40,200 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$24,000"
Ford,Explorer ST,2021,"39,105 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,–,None reported,Yes,"$44,605"
Mercedes-Benz,G 550 4x4 Squared Base,2017,"23,567 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$215,000"
BMW,M4 Competition,2021,"12,500 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,"$90,000"
Chevrolet,Colorado ZR2,2019,"38,900 mi.",Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$34,700"
Lincoln,Navigator L Select,2016,"84,272 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$25,221"
Mercedes-Benz,E-Class E 350,2016,"58,375 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$24,999"
Ford,Mustang Shelby GT500,2007,"7,346 mi.",Gasoline,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"$40,999"
Dodge,Charger SRT8,2008,"98,231 mi.",Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$15,500"
Jaguar,XK Base,2007,"56,000 mi.",Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$18,000"
Honda,Civic EX,2020,"13,935 mi.",Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,"$26,000"
Subaru,Impreza 2.0i,2019,"30,000 mi.",Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,"$21,250"
Saab,9-3 Aero,2009,"106,000 mi.",Gasoline,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"$12,950"
BMW,650 Gran Coupe i xDrive,2014,"82,978 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,Yes,"$18,700"
Jeep,Wrangler Unlimited Sport,2018,"58,500 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$35,000"
Ford,F-350 King Ranch,2015,"92,421 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Brown,None reported,Yes,"$51,900"
Mazda,CX-30 Preferred,2020,"9,927 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,None reported,Yes,"$27,518"
Jeep,Wrangler Sport,2000,"122,945 mi.",Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Beige,Brown,None reported,Yes,"$13,900"
Lexus,RX 330 Base,2006,"110,250 mi.",Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$11,000"
INFINITI,QX56 Base,2011,"103,010 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,"$13,500"
Hyundai,Veloster Value Edition,2017,"55,359 mi.",Gasoline,1.6L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Ironman Silver,Black,None reported,,"$15,599"
Chevrolet,Silverado 1500 LT Extended Cab,2002,"118,500 mi.",Gasoline,285.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$5,900"
Rivian,R1S Launch Edition,2022,"7,800 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,None reported,Yes,"$92,500"
Land,Rover Range Rover HSE SWB,2020,"41,500 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Gray,None reported,Yes,"$68,000"
BMW,M4 Base,2020,"28,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,"$59,900"
Mercedes-Benz,E-Class E 350,2014,"53,500 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,"$24,500"
Honda,Accord Hybrid Base,2021,"33,523 mi.",Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Lunar Silver Metallic,Gray,None reported,,"$28,748"
Toyota,Prius v Three,2016,"86,300 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$18,000"
Subaru,WRX Premium,2022,"7,738 mi.",Gasoline,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,At least 1 accident or damage reported,Yes,"$33,000"
Bentley,Bentayga Speed,2020,"22,001 mi.",Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur Hide,None reported,Yes,"$173,995"
Ford,Explorer ST,2022,"14,361 mi.",Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$51,500"
Chevrolet,Suburban LT,2016,"98,000 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Gray,Gray,At least 1 accident or damage reported,Yes,"$30,000"
Chevrolet,Silverado 1500 Limited Custom,2022,"30,455 mi.",Gasoline,2.7 Liter DOHC Turbo,Automatic,Summit White,Jet Black,None reported,,"$37,698"
Ford,Explorer Platinum,2020,"64,552 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Iconic Silver Metallic,Ebony,At least 1 accident or damage reported,Yes,"$36,750"
Lexus,RX 350 Base,2017,"103,866 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$24,700"
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,"35,650 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$57,999"
Ford,Explorer Platinum,2021,"64,957 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,Light Slate,None reported,Yes,"$39,979"
Dodge,Challenger SRT8 392,2012,"33,700 mi.",–,–,6-Speed M/T,Black,Black,None reported,Yes,"$33,500"
Chevrolet,Equinox 2LT,2012,"96,653 mi.",Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,"$7,500"
Dodge,Challenger SXT,2022,"29,500 mi.",Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$31,000"
Porsche,911 Carrera,2021,"7,400 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,,,"$116,999"
Volvo,XC70 T6 Platinum,2012,"69,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$15,900"
Lexus,GX 470 Base,2005,"198,000 mi.",Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$15,500"
Porsche,911 Carrera GTS,2015,"23,600 mi.",Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,"$132,900"
Volvo,XC70 3.2,2008,"170,000 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"$7,000"
Nissan,350Z NISMO,2008,"76,500 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Red,At least 1 accident or damage reported,Yes,"$28,000"
Porsche,911 Turbo,2007,"73,500 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,"$75,499"
Land,Rover Range Rover SWB,2020,"29,000 mi.",Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,"$70,000"
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,"69,404 mi.",Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$29,500"
Lexus,IS 350 Base,2007,"103,000 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$12,900"
Porsche,Macan S,2015,"70,500 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,"$26,500"
Land,Rover Range Rover 5.0L Supercharged,2016,"64,000 mi.",Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,"$36,995"
GMC,Savana 2500 Work Van,2018,"63,460 mi.",E85 Flex Fuel,341.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,"$33,000"
Toyota,4Runner SR5,2018,"32,199 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$35,500"
Hyundai,Palisade SEL,2020,"69,487 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$32,000"
GMC,Sierra 2500 Denali,2015,"86,000 mi.",Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Gray,Brown,None reported,Yes,"$49,000"
Genesis,GV70 3.5T Sport,2022,"8,730 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,Alta White,Red,None reported,,"$48,219"
Dodge,Ram Van 1500,2002,"70,000 mi.",Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$8,000"
Chevrolet,Impala 1LT,2017,"70,000 mi.",Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$17,900"
Audi,A4 2.0T Premium Plus,2015,"83,420 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$16,000"
Nissan,Altima 2.5 S,2003,"189,000 mi.",Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"$2,899"
Porsche,911 Carrera 4S,2017,"31,500 mi.",Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,"$97,555"
BMW,X1 xDrive 28i,2015,"85,766 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$13,000"
GMC,Yukon Denali,2018,"92,800 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"$34,000"
Land,Rover Defender SE,2021,"13,970 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,"$75,500"
Porsche,911 Turbo S,2023,154 mi.,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Python Green,Black,None reported,,"$274,900"
Toyota,Land Cruiser Base,2000,"265,000 mi.",Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Beige,None reported,Yes,"$15,500"
Scion,xB Base,2011,"95,426 mi.",Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,None reported,Yes,"$8,000"
Honda,S2000 Base,2001,"119,900 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,"$18,000"
Mazda,CX-30 Select,2020,"23,162 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,Yes,"$25,495"
BMW,M4 Competition,2023,"3,950 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,"$83,500"
Porsche,911 Carrera 4S,2006,"80,000 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,"$43,000"
Ford,F-250 Lariat,2015,"94,634 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,"$32,500"
Chevrolet,Corvette Base,2007,"65,000 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"$33,885"
Lexus,LS 460 L,2008,"100,000 mi.",Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$11,500"
Toyota,Sienna XSE 25th Anniversary,2023,500 mi.,Hybrid,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,None reported,Yes,"$59,500"
Mercedes-Benz,AMG G 63 Base,2021,"7,856 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,China Blue,Black,None reported,Yes,"$425,000"
Audi,A4 2.0T Premium quattro,2011,"181,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$5,500"
Mercedes-Benz,GLC 300 Base 4MATIC,2018,"48,700 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Brown,None reported,Yes,"$27,900"
Porsche,911 Turbo Cabriolet,2009,"13,500 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$130,000"
Toyota,86 860 Special Edition,2017,"87,500 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$20,000"
Jaguar,XJ8 L,2000,"45,000 mi.",Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,"$12,500"
Chevrolet,Corvette Base,1996,"85,760 mi.",Gasoline,300.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Black,None reported,Yes,"$14,500"
Tesla,Model 3 Long Range,2018,"36,187 mi.",,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,"$28,895"
Hyundai,Tucson SEL,2022,"13,666 mi.",Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Portofino Gray,Black,None reported,,"$27,999"
Porsche,911 Carrera S,2007,"50,500 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$56,000"
Lincoln,Nautilus Reserve,2021,"19,291 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Ebony,None reported,,"$44,340"
Ford,Mustang Boss 302,2012,"1,295 mi.",Gasoline,444.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,None reported,Yes,"$49,990"
Cadillac,Escalade Premium Luxury,2017,"55,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$49,900"
MINI,Cooper Base,2010,"74,000 mi.",Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,"$9,650"
Dodge,Durango R/T,2022,"14,976 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,White Knuckle Clearcoat,Black,None reported,Yes,"$49,999"
BMW,X5 xDrive35i,2018,"25,348 mi.",Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Imperial Blue Metallic,Black,At least 1 accident or damage reported,,"$33,889"
Chevrolet,Corvette Base,2010,"23,133 mi.",Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"$35,000"
Jaguar,XE 20d Prestige,2018,"34,322 mi.",Diesel,2.0 Liter,Automatic,Blue,Beige,None reported,,"$29,998"
Dodge,Challenger R/T,2021,"39,960 mi.",Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$28,500"
BMW,550 i xDrive,2016,"76,400 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$31,300"
Ford,Explorer XLT,2022,"18,533 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,Ebony,None reported,Yes,"$38,978"
GMC,Yukon XL Denali,2023,"7,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"$92,888"
INFINITI,QX80 SENSORY,2022,"26,520 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,"$64,000"
Land,Rover Range Rover 3.0L Supercharged,2014,"59,500 mi.",E85 Flex Fuel,340.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,None reported,Yes,"$33,800"
Honda,Pilot EX-L,2020,"44,000 mi.",Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$34,999"
Pontiac,Firebird Base,2001,"111,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$11,000"
Toyota,4Runner Limited,2016,"82,260 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Nautical Blue Pearl,Black,None reported,Yes,"$31,906"
